IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,FLAG PRIOR LAST VOYAGE,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL,USD/TON,SINGLE HULLED,NEXT TO LAST,DATE OF CHANGE,SUB-TYPE OF SHIP,DATE SOLD FOR BREAKING,FORMER NAME,COMMENT
9141302,San Diego,Fully Cellular Containership,53324.0,,1997.0,Liberia,,F. Laeisz Schiffahrtsges.mbH & Company,Germany,Reederei F.Laeisz GmbH,Beteiligungs KG ms Alpha Schiffahrts GmbH & Company,Germany,Alang,India,2016-09-06 00:00:00+00:00,,,,,,2016-06-27 00:00:00+00:00,,
9232084,Phoenix I,Fully Cellular Containership,50242.0,,2002.0,Liberia,,F. Laeisz Schiffahrtsges.mbH & Company,Germany,F. Laeisz Schiffahrtsges.mbH & Company,ms Phoenix GmbH & Company KG,Germany,Chittagong,Bangladesh,2016-07-25 00:00:00+00:00,,,,,,2016-06-28 00:00:00+00:00,,
9158965,Priwall,Fully Cellular Containership,28701.0,,1997.0,Liberia,,F. Laeisz Schiffahrtsges.mbH & Company,Germany,Reederei F.Laeisz GmbH,Schiffahrtsges. ms Priwall mbH & Company KG,Germany,Alang,India,2016-04-07 00:00:00+00:00,,,,,,2016-03-11 00:00:00+00:00,,
9248095,Sing,Fully Cellular Containership,50242.0,,2002.0,Liberia,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Germany,Hansa Shipping GmbH & Company KG,HS Caribe Shipping Company Limited,Liberia,Alang,India,2016-12-14 00:00:00+00:00,,,,,,2016-10-27 00:00:00+00:00,,
9134608,HS Master,Fully Cellular Containership,23897.0,,1997.0,Liberia,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Schiffahrts-Gesellschaft ms Champion mbH & Company,Germany,Chittagong,Bangladesh,2016-07-19 00:00:00+00:00,,,,,,2016-05-05 00:00:00+00:00,,
9158496,Jumme Trader,Fully Cellular Containership,25355.0,,1998.0,Liberia,,Hermann Buss GmbH & Cie KG,Germany,Hermann Buss GmbH & Cie KG,Hermann Buss KG ms Jumme Trader GmbH & Company,Germany,Alang,India,2016-12-03 00:00:00+00:00,,,,,,2016-11-18 00:00:00+00:00,,
9110212,Consul Poppe,Bulk Carrier,36074.0,,1995.0,Liberia,,Johann M.K. Blumenthal GmbH & Company KG Reederei,Germany,Johann M.K. Blumenthal GmbH & Company KG Reederei,ms Consul Poppe Schiffahrtsgesellschaft mbH,Germany,Alang,India,2016-01-27 00:00:00+00:00,,,,,,2016-01-07 00:00:00+00:00,,
9035773,Mary,Bulk Carrier,77372.0,,1993.0,Liberia,,Johann M.K. Blumenthal GmbH & Company KG Reederei,Germany,Johann M.K. Blumenthal GmbH & Company KG Reederei,RHO Shipholding Limited,Liberia,Chittagong,Bangladesh,2016-11-01 00:00:00+00:00,,,,,,2016-02-11 00:00:00+00:00,,
9039054,Martha,Bulk Carrier,79694.0,,1994.0,Liberia,,Johann M.K. Blumenthal GmbH & Company KG Reederei,Germany,Johann M.K. Blumenthal GmbH & Company KG Reederei,ms Martha Schiffahrtsgesellschaft mbH,Germany,Gadani,Pakistan,2016-03-30 00:00:00+00:00,,,,,,2016-03-17 00:00:00+00:00,,
9056284,Kollmar,Fully Cellular Containership,16233.0,,1993.0,Liberia,,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),Germany,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),Zweite RHW Schiffahrtsges. mbH & Company KG,Germany,Alang,India,2016-03-09 00:00:00+00:00,,,,,,2015-09-16 00:00:00+00:00,,
8902577,Dimitrios C.,Fully Cellular Containership,53833.0,,1992.0,Liberia,,Konig & Cie GmbH & Company KG,Germany,Konig & Cie GmbH & Company KG,Rayna Investments Incorporated,St. Kitts-Nevis,Alang,India,2016-03-10 00:00:00+00:00,,,,,,2016-03-09 00:00:00+00:00,,
9036909,HH Nikol C.,Fully Cellular Containership,53815.0,,1993.0,Liberia,,Konig & Cie GmbH & Company KG,Germany,Konig & Cie GmbH & Company KG,Aristoff International Limited,Liberia,Alang,India,2016-01-01 00:00:00+00:00,,,,,,2015-12-18 00:00:00+00:00,,
8902553,HH Emilia,Fully Cellular Containership,53833.0,,1991.0,Liberia,,Konig & Cie GmbH & Company KG,Germany,Konig & Cie GmbH & Company KG,Cohiba Shipping Incorporated,Liberia,Alang,India,2016-02-26 00:00:00+00:00,,,,,,2016-02-20 00:00:00+00:00,,
8902541,HH Johanna,Fully Cellular Containership,53783.0,,1991.0,Liberia,,Konig & Cie GmbH & Company KG,Germany,Konig & Cie GmbH & Company KG,Diamond Crown Corporation,Liberia,Alang,India,2016-04-06 00:00:00+00:00,,,,,,2016-04-02 00:00:00+00:00,,
8902565,Kalliopi R.C.,Fully Cellular Containership,53833.0,,1991.0,Liberia,,Konig & Cie GmbH & Company KG,Germany,Konig & Cie GmbH & Company KG,Fonseca Enterprises Incorporated,St. Kitts-Nevis,Alang,India,2016-04-23 00:00:00+00:00,,,,,,2016-04-16 00:00:00+00:00,,
9135913,Yangtze River,Bulk Carrier,25791.0,,1998.0,Liberia,,MPC Munchmeyer Petersen Steamship GmbH & Company KG,Germany,Ahrenkiel Steamship GmbH & Company KG,ms Yangtze River Schiffahrtsges. mbH & Company KG,Germany,Alang,India,2016-04-07 00:00:00+00:00,,,,,,2016-03-30 00:00:00+00:00,,
9006851,Renate N.,Bulk Ore Carrier,154644.0,,1992.0,Liberia,,Neu Seeschiffahrt GmbH,Germany,Neu Seeschiffahrt GmbH,General Ore Carrier Corporation XVIII Limited,Liberia,Chittagong,Bangladesh,2016-03-15 00:00:00+00:00,,,,,,2016-02-18 00:00:00+00:00,,
9144304,Triglav,Bulk Carrier,24954.0,,1998.0,Liberia,,Peter Doehle Schiffahrts-KG,Germany,Splosna Plovba d.o.o.,Genshipping Corporation,Liberia,Chittagong,Bangladesh,2016-05-30 00:00:00+00:00,,,,,,2016-04-17 00:00:00+00:00,,
9144031,Postojna,Bulk Carrier,25537.0,,1998.0,Liberia,,Peter Doehle Schiffahrts-KG,Germany,Splosna Plovba d.o.o.,Genshipping Corporation,Liberia,Gadani,Pakistan,2016-05-07 00:00:00+00:00,,,,,,2016-04-17 00:00:00+00:00,,
9219367,Anke,Fully Cellular Containership,35824.0,,2002.0,Liberia,,Peter Doehle Schiffahrts-KG,Germany,Peter Doehle Schiffahrts-KG,ms Anke Schiffarhts GmbH & Company KG,Germany,Chittagong,Bangladesh,2016-08-22 00:00:00+00:00,,,,,,2016-08-05 00:00:00+00:00,,
9151527,Hammonia Thracium,Fully Cellular Containership,29383.0,,1997.0,Liberia,,Peter Doehle Schiffahrts-KG,Germany,Hammonia Reederei GmbH & Company KG,ms Hammonia Thracium Schiffahrts GmbH & Company KG,Germany,Alang,India,2016-07-20 00:00:00+00:00,,,,,,2016-07-02 00:00:00+00:00,,
9126481,Santa Giuliana,Fully Cellular Containership,21531.0,,1996.0,Liberia,,Reederei Claus-Peter Offen (GmbH & Company KG),Germany,Reederei Claus-Peter Offen (GmbH & Company KG),Kommanditgesellschaft ms Santa Giuliana Offen Reederei GmbH & Company,Germany,Alang,India,2016-09-17 00:00:00+00:00,,,,,,2016-09-09 00:00:00+00:00,,
9137698,Westerhamm,Fully Cellular Containership,23896.0,,1998.0,Liberia,,Reederei Hans Peterson & Sohne GmbH & Company KG,Germany,Reederei Hans Peterson & Sohne GmbH & Company KG,Westerhamm Shipping Company Limited,Liberia,Alang,India,2016-12-30 00:00:00+00:00,,,,,,2016-12-15 00:00:00+00:00,,
9152777,Dreas,Fully Cellular Containership,26131.0,,1998.0,Liberia,,Rickmers Reederei GmbH & Cie KG,Germany,Rickmers Reederei GmbH & Cie KG,ms Andreas Rickmers Schiffsbeteiligungsges. mbH & Company,Germany,Alang,India,2016-01-22 00:00:00+00:00,,,,,,2015-12-16 00:00:00+00:00,,
9152741,Albert Rickmers,Fully Cellular Containership,26131.0,,1998.0,Liberia,,Rickmers Reederei GmbH & Cie KG,Germany,Rickmers Reederei GmbH & Cie KG,Albert Navigation Company Limited,Liberia,Alang,India,2016-02-22 00:00:00+00:00,,,,,,2016-01-28 00:00:00+00:00,,
9153408,Mann,Fully Cellular Containership,25359.0,,1998.0,Liberia,,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG,Germany,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG,ms Ute Oltmann Schiffahrtsgesellschaft mbH & Company KG,Germany,Chittagong,Bangladesh,2016-12-23 00:00:00+00:00,,,,,,2016-12-27 00:00:00+00:00,,
9138288,Anika Oltmann,Fully Cellular Containership,25361.0,,1998.0,Liberia,,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG,Germany,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG,Anika Oltmann Schiffahrtsges. mbH & Company KG,Germany,Alang,India,2016-12-14 00:00:00+00:00,,,,,,2016-12-02 00:00:00+00:00,,
9160396,Patricia Rickmers,Fully Cellular Containership,26131.0,,1998.0,Madeira,,Rickmers Reederei GmbH & Cie KG,Germany,Rickmers Reederei GmbH & Cie KG,ms Patricia Rickmers Reederei Rickmers GmbH & Cie KG,Germany,Alang,India,2016-07-25 00:00:00+00:00,,,,,,2016-06-27 00:00:00+00:00,,
9225005,John Oldendorff,Bulk Carrier,86201.0,,2001.0,Malta,,Egon Oldendorff KG,Germany,Oldendorff Carriers GmbH & Company KG,Oldendorff Carriers GmbH & Company KG,Germany,Chittagong,Bangladesh,2016-03-24 00:00:00+00:00,,,,,,2016-01-20 00:00:00+00:00,,
9252254,HS Mozart,Fully Cellular Containership,50243.0,,2002.0,Malta,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Schiffahrts-Ges. HS Mozart mbH & CompanyKG,Germany,Chittagong,Bangladesh,2016-11-01 00:00:00+00:00,,,,,,2016-09-15 00:00:00+00:00,,
9127502,AS Mars,Fully Cellular Containership,14241.0,,1996.0,Marshall Islands,,Alpha Ship GmbH & Company KG,Germany,Alpha Shipmanagement GmbH & Company KG,Alpha Ship GmbH & Company KG ms Mars,Germany,Alang,India,2016-09-07 00:00:00+00:00,,,,,,2016-09-02 00:00:00+00:00,,
9144299,Lipica,Bulk Carrier,24954.0,,1998.0,Marshall Islands,,Peter Doehle Schiffahrts-KG,Germany,Splosna Plovba d.o.o.,Genshipping Corporation,Liberia,Gadani,Pakistan,2016-05-26 00:00:00+00:00,,,,,,2016-04-17 00:00:00+00:00,,
9282950,Dallas,Fully Cellular Containership,54592.0,,2004.0,Palau,,Bernhard Schulte Group of Companies,Germany,Bernhard Schulte Shipmanagement (Cyprus) Company Limited,Isinoa Shipping Limited,Cyprus,Chittagong,Bangladesh,2016-11-05 00:00:00+00:00,,,,,,2016-09-23 00:00:00+00:00,,
9231755,Tai,Fully Cellular Containership,65131.0,,2002.0,Palau,,Conti Holding GmbH & Company KG,Germany,Conti Reederei Management GmbH & Company Konzeptions KG,Conti 2 Container Schiffahrts-GmbH & Company KG ms Conti Taipei,Germany,Alang,India,2016-05-05 00:00:00+00:00,,,,,,2016-04-14 00:00:00+00:00,,
9215830,Public,Fully Cellular Containership,74310.0,,2001.0,Palau,,Dr. Peters GmbH & Company KG,Germany,DS-Schiffahrt GmbH & Company KG,DS-Rendite-Fonds Nr.119 DS Republic GmbH & Company Containerschiff KG,Germany,Alang,India,2016-11-01 00:00:00+00:00,,,,,,2016-10-21 00:00:00+00:00,,
9215854,Dom,Fully Cellular Containership,74310.0,,2001.0,Palau,,Dr. Peters GmbH & Company KG,Germany,DS-Schiffahrt GmbH & Company KG,DS-Fonds Nr.118 DS Dominion GmbH & Company Containerschiff KG,Germany,Chittagong,Bangladesh,2016-05-17 00:00:00+00:00,,,,,,2016-04-30 00:00:00+00:00,,
9215866,Rio,Fully Cellular Containership,74310.0,,2001.0,Palau,,Dr. Peters GmbH & Company KG,Germany,DS-Schiffahrt GmbH & Company KG,DS-Rendite-Fonds Nr.117 DS Patriot GmbH & Company Containershiff KG,Germany,Alang,India,2016-08-02 00:00:00+00:00,,,,,,2016-06-29 00:00:00+00:00,,
9248083,Colo,Fully Cellular Containership,50242.0,,2001.0,Palau,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Germany,Hansa Shipping GmbH & Company KG,HS Colon Shipping Company Limited,Liberia,Alang,India,2016-10-18 00:00:00+00:00,,,,,,2016-09-15 00:00:00+00:00,,
8501581,Fenel,Bulk Carrier,13567.0,,1986.0,Palau,,MST Mineralien Schiffahrt Spedition und Transport GmbH,Germany,MST Mineralien Schiffahrt Spedition und Transport GmbH,Fenella Shipping (Private) Limited,Singapore,Chittagong,Bangladesh,2016-04-12 00:00:00+00:00,,,,,,2016-04-06 00:00:00+00:00,,
9230074,The End,Fully Cellular Containership,25713.0,,2001.0,Palau,,Norddeutsche Vermogen Holding GmbH & Company,Germany,H. Schuldt OHG (GmbH & Company),Beteiligungs-KG ms Northern Endeavour Schiffahrtsges mbH & Company,Germany,Alang,India,2016-07-20 00:00:00+00:00,,,,,,2016-06-23 00:00:00+00:00,,
9230086,Endura,Fully Cellular Containership,25713.0,,2001.0,Palau,,Norddeutsche Vermogen Holding GmbH & Company,Germany,H. Schuldt OHG (GmbH & Company),Beteiligungs KG ms Northern Endurance Schiffahrts GmbH & Company,Germany,Alang,India,2016-08-17 00:00:00+00:00,,,,,,2016-07-15 00:00:00+00:00,,
9316323,Apu,Fully Cellular Containership,30047.0,,2005.0,Palau,,Peter Doehle Schiffahrts-KG,Germany,Hammonia Reederei GmbH & Company KG,Apulia Shipping Company Limited,Liberia,Alang,India,2016-11-18 00:00:00+00:00,,,,,,2016-09-29 00:00:00+00:00,,
9141778,Santa G.,Fully Cellular Containership,21531.0,,1997.0,Palau,,Reederei Claus-Peter Offen (GmbH & Company KG),Germany,Reederei Claus-Peter Offen (GmbH & Company KG),KG ms Santa Giulietta Offen Reederei GmbH & Company,Germany,Chittagong,Bangladesh,2016-05-28 00:00:00+00:00,,,,,,2016-05-18 00:00:00+00:00,,
9153393,Stin,Fully Cellular Containership,25361.0,,1997.0,Palau,,Reederei Heinrich und Rudolf Schepers GmbH,Germany,Reederei Heinrich und Rudolf Schepers GmbH,H.& H. Schepers GmbH & Company KG ms Kerstin S.,Germany,Alang,India,2016-10-15 00:00:00+00:00,,,,,,2016-09-23 00:00:00+00:00,,
9225419,Heike,Fully Cellular Containership,32322.0,,2000.0,Palau,,Reederei Stefan Patjens GmbH & Company KG,Germany,Reederei Stefan Patjens GmbH & Company KG,ms Heike Stefan Patjens GmbH & Company KG,Germany,Chittagong,Bangladesh,2016-10-09 00:00:00+00:00,,,,,,2016-09-01 00:00:00+00:00,,
9232759,Liwi,Fully Cellular Containership,32322.0,,2001.0,Palau,,Reederei Stefan Patjens GmbH & Company KG,Germany,Reederei Stefan Patjens GmbH & Company KG,ms Liwia Stefan Patjens GmbH & Company KG,Germany,Chittagong,Bangladesh,2016-10-21 00:00:00+00:00,,,,,,2016-09-01 00:00:00+00:00,,
9232747,Met,Fully Cellular Containership,32322.0,,2001.0,Palau,,Reederei Stefan Patjens GmbH & Company KG,Germany,Reederei Stefan Patjens GmbH & Company KG,ms Meta Stefan Patjens GmbH & Company KG,Germany,Alang,India,2016-10-05 00:00:00+00:00,,,,,,2016-09-01 00:00:00+00:00,,
9225407,Alex,Fully Cellular Containership,32322.0,,2000.0,Palau,,Reederei Stefan Patjens GmbH & Company KG,Germany,Reederei Stefan Patjens GmbH & Company KG,ms Alexandra Stefan Patjens GmbH & Company KG,Germany,Alang,India,2016-10-21 00:00:00+00:00,,,,,,2016-09-01 00:00:00+00:00,,
9236523,Rin,Fully Cellular Containership,51364.0,,2002.0,Palau,,Rickmers Reederei GmbH & Cie KG,Germany,Rickmers Reederei GmbH & Cie KG,ms Cathrine Rickmers Schiffahrtsges mbH & Cie KG,Germany,Chittagong,Bangladesh,2016-05-31 00:00:00+00:00,,,,,,2016-04-28 00:00:00+00:00,,
9127514,Venuss,Fully Cellular Containership,14241.0,,1996.0,St. Kitts-Nevis,,Alpha Ship GmbH & Company KG,Germany,Alpha Shipmanagement GmbH & Company KG,Steamship Coasters Incorporated N.V.,Curacao,Alang,India,2016-11-13 00:00:00+00:00,,,,,,2016-11-02 00:00:00+00:00,,
9134581,Andrew II,Fully Cellular Containership,23722.0,,1998.0,St. Kitts-Nevis,,Alpha Ship GmbH & Company KG,Germany,Alpha Shipmanagement GmbH & Company KG,Alpha Ship GmbH ms Pegasus & Company KG,Marshall Islands,Alang,India,2016-08-04 00:00:00+00:00,,,,,,2016-03-29 00:00:00+00:00,,
9134593,Taurus - I,Fully Cellular Containership,23722.0,,1998.0,St. Kitts-Nevis,,Alpha Ship GmbH & Company KG,Germany,Alpha Shipmanagement GmbH & Company KG,Alpha Ship GmbH & Company KG ms Taurus,Germany,Chittagong,Bangladesh,2016-08-09 00:00:00+00:00,,,,,,2016-05-05 00:00:00+00:00,,
9127526,Tor,Fully Cellular Containership,14241.0,,1997.0,St. Kitts-Nevis,,Alpha Ship GmbH & Company KG,Germany,Alpha Shipmanagement GmbH & Company KG,Alpha Ship GmbH & Company KG ms Castor,Germany,Alang,India,2016-09-08 00:00:00+00:00,,,,,,2016-06-27 00:00:00+00:00,,
9149689,Freeway,General Cargo With Container Capacity,18597.0,,1998.0,St. Kitts-Nevis,,Bereederungsgesellschaft H.Vogemann GmbH & Company KG,Germany,Bereederungsgesellschaft H.Vogemann GmbH & Company KG,Voge Freeway GmbH & Company KG,Germany,Alang,India,2016-06-07 00:00:00+00:00,,,,,,2016-04-06 00:00:00+00:00,,
9231169,Auguste Schulte,Fully Cellular Containership,27093.0,,2002.0,St. Kitts-Nevis,,Bernhard Schulte Group of Companies,Germany,Bernhard Schulte Shipmanagement (Deutschland) & Company KG,ms Auguste Schulte Schiffahrtsges. mbH & Company KG,Germany,Chittagong,Bangladesh,2016-12-22 00:00:00+00:00,,,,,,2016-11-24 00:00:00+00:00,,
9130171,Henrie,Fully Cellular Containership,16281.0,,1997.0,St. Kitts-Nevis,,Bernhard Schulte Group of Companies,Germany,Bernhard Schulte Shipmanagement (Deutschland) & Company KG,ms Henriette Schulte Schifffahrtsgesellschaft mbH & Company KG,Germany,Alang,India,2016-12-29 00:00:00+00:00,,,,,,2016-11-17 00:00:00+00:00,,
9215646,Evan,Fully Cellular Containership,65918.0,,2000.0,St. Kitts-Nevis,,Conti Holding GmbH & Company KG,Germany,Conti Reederei Management GmbH & Company Konzeptions KG,Conti 15 Alemania Schiffahrts GmbH & Company KG ms Conti Porto,Germany,Gadani,Pakistan,2016-11-15 00:00:00+00:00,,,,,,2016-10-28 00:00:00+00:00,,
9235098,Sinki,Fully Cellular Containership,65131.0,,2002.0,St. Kitts-Nevis,,Conti Holding GmbH & Company KG,Germany,Conti Reederei Management GmbH & Company Konzeptions KG,Conti 3 Container Schiffahrts-GmbH & Company KG ms Hanjin Helsinki,Germany,Chittagong,Bangladesh,2016-06-08 00:00:00+00:00,,,,,,2016-05-23 00:00:00+00:00,,
9232072,Pra,Fully Cellular Containership,50242.0,,2001.0,St. Kitts-Nevis,,Dr. Peters GmbH & Company KG,Germany,Dr. Peters GmbH & Company KG,DS-Rendite-Fonds Nr.86 ms Praha GmbH & Company Containerschiff KG,Germany,Alang,India,2016-02-21 00:00:00+00:00,,,,,,2016-01-19 00:00:00+00:00,,
9215828,Kingdom,Fully Cellular Containership,74310.0,,2001.0,St. Kitts-Nevis,,Dr. Peters GmbH & Company KG,Germany,DS-Schiffahrt GmbH & Company KG,DS-Rendite-Fonds Nr.115 DS Kingdom GmbH & Company Containerschiff KG,Germany,Alang,India,2016-04-09 00:00:00+00:00,,,,,,2016-03-23 00:00:00+00:00,,
9139490,Mundri,Fully Cellular Containership,53324.0,,1997.0,St. Kitts-Nevis,,F. Laeisz Schiffahrtsges.mbH & Company,Germany,Reederei F.Laeisz GmbH,Beteiligungs KG ms Atlas Schiffahrtsges. mbH & Company,Germany,Chittagong,Bangladesh,2016-06-09 00:00:00+00:00,,,,,,2016-05-12 00:00:00+00:00,,
9122394,Galli,Fully Cellular Containership,29383.0,,1996.0,St. Kitts-Nevis,,Hansa Mare Reederei GmbH & Company KG,Germany,Hansa Mare Reederei GmbH & Company KG,MS Mare Gallicum Schiffahrtsges. mbH & Company KG,Germany,Chittagong,Bangladesh,2016-06-07 00:00:00+00:00,,,,,,2016-05-24 00:00:00+00:00,,
9252266,HS Beethoven-I,Fully Cellular Containership,50243.0,,2002.0,St. Kitts-Nevis,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Germany,Hansa Shipping GmbH & Company KG,Schiffahrts-Gesellschaft HS Beethoven MbH & Company KG,Germany,Chittagong,Bangladesh,2016-10-01 00:00:00+00:00,,,,,,2016-08-11 00:00:00+00:00,,
9124378,Glory 1,Fully Cellular Containership,23897.0,,1996.0,St. Kitts-Nevis,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Schiffahrts-Gesellschaft ms Glory mbH & Company,Germany,Chittagong,Bangladesh,2016-08-31 00:00:00+00:00,,,,,,2016-05-17 00:00:00+00:00,,
9124380,Primus I,Fully Cellular Containership,23897.0,,1997.0,St. Kitts-Nevis,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Schiffahrtsges. ms Primus mbH & Company,Germany,Alang,India,2016-08-02 00:00:00+00:00,,,,,,2016-06-10 00:00:00+00:00,,
9252101,Viktoria Wulff-I,Fully Cellular Containership,52701.0,,2006.0,St. Kitts-Nevis,,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),Germany,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),Erste RHW Schiffahrtsges. mbH & Company KG,Germany,Chittagong,Bangladesh,2016-11-15 00:00:00+00:00,,,,,,2016-09-15 00:00:00+00:00,,
9185401,Olf,Fully Cellular Containership,32322.0,,1999.0,St. Kitts-Nevis,,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),Germany,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),MS Elbwolf John-Peter Wulff Schiffahrtsges. mbH & Company KG,Germany,Chittagong,Bangladesh,2016-06-21 00:00:00+00:00,,,,,,2016-01-20 00:00:00+00:00,,
9151876,HH North,Fully Cellular Containership,7171.0,,1998.0,St. Kitts-Nevis,,Konig & Cie GmbH & Company KG,Germany,Konig & Cie GmbH & Company KG,Julieta Corporation,Germany,Alang,India,2016-10-07 00:00:00+00:00,,,,,,2016-09-28 00:00:00+00:00,,
9153381,Ela S.,Fully Cellular Containership,25361.0,,1997.0,St. Kitts-Nevis,,Reederei Heinrich und Rudolf Schepers GmbH,Germany,Reederei Heinrich und Rudolf Schepers GmbH,Rudolf Schepers Schiffahrtsges. mbH & Company KG ms Michaela S.,Germany,Alang,India,2016-12-07 00:00:00+00:00,,,,,,2016-09-29 00:00:00+00:00,,
8517944,Hyundai No.103,Vehicle Carrier,40772.0,,1986.0,St. Kitts-Nevis,,Rickmers Reederei GmbH & Cie KG,Germany,Global Management Limited,Frimley Assets S.A.,Panama,Chittagong,Bangladesh,2016-03-30 00:00:00+00:00,,,,,,2016-03-15 00:00:00+00:00,,
9152753,Aenne,Fully Cellular Containership,26131.0,,1998.0,St. Kitts-Nevis,,Rickmers Reederei GmbH & Cie KG,Germany,Rickmers Reederei GmbH & Cie KG,ms Aenne Rickmers Schiffsbeteiligungsges. mbH & Company,Germany,Alang,India,2016-04-28 00:00:00+00:00,,,,,,2016-03-24 00:00:00+00:00,,
9145243,HH West,Fully Cellular Containership,7171.0,,1998.0,St. Kitts-Nevis,,OSM Shipping GmbH & Company KG,Germany,OSM Shipping GmbH & Company KG,Seashore Investment Corporation,Germany,Aliaga,Turkey,2016-02-18 00:00:00+00:00,,,,,,2016-02-10 00:00:00+00:00,,
8404238,Electra,Reefer,9096.0,,1984.0,St. Vincent & Grenadines,,Ost-West-Handel und Schiffahrt GmbH,Germany,Ost-West-Handel und Schiffahrt GmbH,Muriel Limited Incorporated,Panama,Alang,India,2016-04-12 00:00:00+00:00,,,,,,2016-04-04 00:00:00+00:00,,
